hdd journal_jac_delalloc_1024/
897000 3330000
904000 3299000
1412000 2872000
1425000 2873000
1413000 2864000
12700 2100000
22600 2120000
47900 2106000
190600 2476000
66400 2478000
194800 2473000
378000 2990000
336000 2998000
363000 2988000
445000 3345000
360000 3336000
326800 3329000
409000 2901000
15900 2872000
15400 2858000
437000 2435000
360000 2420000
315000 2395000
456000 2795000
394600 2764000
356100 2755000
559000 3488000
556000 3436000
559000 3419000
632000 4299000
638000 4272000
640000 4230000
749000 5292000
758000 5279000
755000 5234000
14100 2338000
23200 2372000
53500 2339000
258800 2679000
229500 2680000
107600 2683000
324000 3275000
296000 3282000
280000 3282000
305300 3989000
286800 4000000
305400 3979000
463000 4829000
15100 4817000
14700 4782000
531000 2288000
419000 2285000
365000 2271000
580000 2771000
517000 2739000
443000 2724000
778000 3364000
779000 3338000
784000 3330000
979000 3267000
971000 3255000
980000 3260000
1324000 2884000
1334000 2893000
1319000 2872000
14500 2213000
39900 2247000
148000 2225000
389400 2645000
313200 2653000
122000 2647000
429000 3219000
452000 3227000
366000 3232000
411000 3262000
541000 3255000
421000 3245000
625000 2900000
15800 2873000
15700 2868000
ssd datacow_2048_8192/
560000 2360000
445000 2352000
371000 2335000
583000 2735000
491000 2713000
415000 2699000
722000 3234000
715000 3200000
654000 3189000
917000 3176000
912000 3163000
900000 3153000
1426000 2786000
1420000 2787000
1405000 2775000
12600 2107000
23100 2140000
70600 2105000
221400 2488000
281500 2489000
310700 2487000
244000 2961000
310000 2968000
364000 2956000
404000 3179000
302700 3175000
431000 3159000
482000 2752000
15400 2730000
15200 2727000
440000 2433000
362000 2435000
321000 2392000
461000 2804000
401000 2783000
359900 2768000
540000 3488000
561000 3474000
561000 3434000
635000 4320000
643000 4262000
644000 4227000
744000 5258000
758000 5264000
751000 5209000
12900 2346000
25600 2378000
82800 2342000
177500 2697000
181400 2699000
230700 2696000
338000 3288000
324000 3301000
318000 3296000
364200 3987000
322600 4000000
296100 3978000
462000 4799000
15100 4788000
15200 4751000
535000 2306000
426000 2296000
371000 2278000
591000 2768000
506000 2739000
448000 2736000
738000 3300000
777000 3260000
784000 3265000
988000 3105000
975000 3116000
984000 3099000
1336000 2789000
1346000 2794000
1325000 2780000
14300 2219000
28100 2246000
38700 2232000
202700 2658000
326700 2659000
397400 2664000
434000 3156000
444000 3158000
372000 3154000
505000 3108000
405000 3115000
420000 3103000
708000 2804000
15500 2778000
15400 2769000
ssd datacow_2048_16384/
552000 2362000
432000 2349000
370000 2329000
557000 2732000
490000 2707000
424000 2700000
706000 3254000
702000 3224000
712000 3206000
899000 3265000
893000 3271000
907000 3251000
1416000 2844000
1419000 2843000
1402000 2832000
12300 2105000
12600 2133000
13700 2114000
12635 2478000
11956 2492000
11882 2480000
12624 2967000
13255 2978000
12958 2964000
14933 3234000
14291 3249000
14285 3239000
16700 2861000
15500 2834000
15600 2835000
415000 2442000
287000 2427000
212000 2389000
452000 2810000
392200 2776000
326700 2766000
528000 3505000
552000 3445000
544000 3430000
612000 4315000
639000 4267000
600000 4224000
750000 5270000
759000 5273000
712000 5216000
11600 2342000
12300 2380000
13900 2341000
11933 2692000
12746 2700000
11727 2692000
13343 3286000
12496 3298000
12458 3286000
21356 3985000
14680 4002000
14149 3983000
18100 4808000
14000 4798000
15100 4761000
509000 2303000
331000 2299000
237000 2281000
588000 2772000
496000 2742000
389200 2731000
730000 3317000
768000 3296000
748000 3286000
972000 3227000
969000 3214000
960000 3198000
1332000 2852000
1336000 2851000
1303000 2843000
12400 2228000
12600 2259000
15900 2237000
12075 2652000
11880 2661000
12346 2663000
14040 3177000
12843 3192000
13125 3181000
14421 3199000
14943 3208000
15629 3187000
17200 2868000
15200 2830000
15400 2824000
ssd datacow_4096_4096/
554000 2373000
426000 2354000
371000 2332000
552000 2733000
469000 2711000
425000 2695000
709000 3237000
704000 3210000
715000 3199000
906000 3207000
900000 3202000
907000 3173000
1409000 2843000
1429000 2841000
1394000 2835000
12400 2106000
19200 2135000
30300 2110000
83200 2481000
181600 2489000
341600 2479000
270000 2963000
81100 2968000
240000 2951000
312100 3196000
345400 3204000
377400 3197000
423000 2787000
15700 2761000
15200 2762000
441000 2445000
362000 2442000
316000 2402000
459000 2807000
413000 2784000
358600 2774000
530000 3488000
557000 3455000
559000 3432000
635000 4311000
637000 4263000
636000 4228000
748000 5260000
757000 5257000
753000 5199000
13400 2351000
21700 2386000
15800 2347000
64500 2699000
107500 2701000
186800 2694000
334000 3261000
294000 3294000
330000 3294000
342600 3985000
349500 3996000
345400 3978000
454000 4806000
15300 4791000
14400 4758000
536000 2319000
421000 2297000
359000 2287000
584000 2776000
499000 2740000
441000 2739000
778000 3300000
776000 3287000
784000 3264000
987000 3171000
979000 3167000
985000 3159000
1330000 2858000
1344000 2856000
1331000 2855000
13500 2235000
35200 2264000
94100 2242000
298700 2656000
299000 2668000
161300 2656000
448000 3180000
382000 3180000
378000 3177000
451000 3163000
464000 3163000
431000 3139000
730000 2865000
15500 2844000
15600 2842000
ssd datacow_4096_8192/
552000 2362000
431000 2351000
376000 2332000
551000 2731000
477000 2706000
424000 2699000
704000 3257000
704000 3216000
710000 3204000
904000 3142000
899000 3159000
907000 3132000
1408000 2818000
1420000 2822000
1405000 2814000
14300 2105000
23900 2130000
55000 2116000
229300 2487000
233500 2487000
184200 2476000
346000 2973000
336000 2980000
328000 2966000
358600 3190000
349500 3196000
338700 3181000
525000 2728000
15100 2703000
15200 2699000
441000 2439000
355000 2429000
309000 2394000
457000 2799000
390800 2782000
347000 2771000
550000 3488000
554000 3456000
558000 3435000
635000 4322000
637000 4268000
640000 4232000
748000 5267000
756000 5262000
750000 5198000
13300 2345000
22100 2382000
20500 2345000
54000 2687000
140200 2695000
90400 2691000
242000 3282000
256000 3293000
324000 3292000
284100 3979000
287000 3996000
284100 3979000
466000 4808000
15600 4803000
15000 4760000
533000 2302000
432000 2304000
370000 2286000
591000 2771000
505000 2746000
444000 2725000
772000 3302000
778000 3290000
776000 3274000
980000 3087000
981000 3092000
981000 3068000
1328000 2830000
1342000 2822000
1327000 2820000
13000 2232000
25600 2260000
90100 2239000
260099 2658000
390600 2663000
397400 2660000
316000 3184000
240000 3192000
458000 3186000
492000 3088000
435000 3088000
407000 3087000
718000 2839000
15600 2808000
15600 2807000
ssd datacow_4096_16384/
554000 2329000
441000 2306000
374000 2301000
561000 2728000
488000 2692000
419000 2680000
704000 3265000
706000 3234000
712000 3230000
901000 3220000
901000 3228000
904000 3194000
1414000 2830000
1420000 2844000
1407000 2814000
12900 2086000
12900 2119000
11200 2098000
14709 2471000
14153 2475000
12661 2460000
13481 2974000
12941 2986000
13271 2962000
14549 3253000
14282 3255000
15198 3252000
16600 2794000
15200 2768000
14000 2766000
418000 2436000
294000 2429000
190000 2391000
460000 2792000
404000 2769000
313300 2756000
552000 3472000
559000 3448000
546000 3418000
607000 4318000
633000 4267000
601000 4223000
756000 5271000
763000 5269000
709000 5222000
12500 2341000
12800 2372000
12100 2338000
15356 2686000
13284 2686000
13053 2682000
13519 3278000
12765 3285000
12818 3282000
13727 3979000
15605 3996000
14135 3979000
15200 4816000
14600 4804000
14800 4768000
506000 2279000
340000 2279000
233000 2266000
595000 2735000
501000 2715000
382700 2720000
765000 3344000
765000 3304000
746000 3292000
967000 3168000
971000 3163000
957000 3145000
1331000 2830000
1344000 2827000
1313000 2818000
12300 2219000
12400 2248000
12400 2227000
16188 2651000
14710 2657000
14317 2645000
14880 3208000
12881 3196000
13145 3183000
13665 3144000
15473 3166000
16422 3151000
15800 2848000
15400 2818000
15300 2811000
ssd nodatacow_1024_4096/
552000 2374000
439000 2347000
372000 2338000
555000 2747000
471000 2716000
422000 2697000
701000 3252000
700000 3230000
708000 3226000
899000 3156000
897000 3172000
900000 3161000
1411000 2814000
1417000 2816000
1401000 2810000
13800 2105000
24300 2128000
18700 2117000
44000 2493000
69500 2491000
57800 2480000
270000 2971000
316000 2989000
292000 2966000
366600 3212000
346800 3200000
389300 3201000
474000 2729000
14900 2703000
14900 2697000
441000 2439000
364000 2431000
317000 2394000
456000 2808000
396100 2788000
345300 2774000
559000 3498000
553000 3462000
560000 3440000
639000 4322000
640000 4272000
639000 4229000
747000 5269000
753000 5267000
751000 5206000
13800 2346000
24400 2376000
53400 2340000
178600 2695000
236000 2704000
150800 2703000
278000 3290000
336000 3306000
302000 3301000
298800 3988000
362800 4007000
315900 3990000
369000 4818000
15000 4810000
14000 4767000
529000 2313000
424000 2286000
361000 2281000
585000 2759000
501000 2737000
445000 2721000
774000 3308000
770000 3276000
778000 3286000
981000 3089000
968000 3083000
975000 3079000
1329000 2816000
1336000 2813000
1317000 2811000
13200 2233000
24700 2247000
54100 2235000
186700 2648000
178600 2675000
298600 2652000
444000 3188000
384000 3172000
442000 3176000
461000 3086000
444000 3087000
382800 3080000
727000 2830000
16000 2798000
16000 2800000
ssd nodatacow_1024_8192/
554000 2334000
434000 2306000
377000 2294000
559000 2707000
479000 2684000
427000 2672000
704000 3222000
704000 3202000
712000 3178000
903000 3191000
895000 3172000
905000 3179000
1404000 2839000
1421000 2846000
1408000 2824000
13400 2079000
28400 2110000
13100 2099000
35117 2472000
150600 2476000
289400 2457000
285000 2952000
380000 2960000
310000 2945000
362800 3189000
403000 3198000
345200 3184000
466000 2787000
15800 2760000
15300 2755000
436000 2416000
374000 2408000
317000 2373000
461000 2780000
394700 2759000
348200 2747000
554000 3471000
560000 3424000
558000 3417000
611000 4319000
632000 4262000
637000 4227000
748000 5265000
758000 5257000
747000 5211000
13800 2327000
23500 2357000
52600 2326000
252100 2676000
218800 2677000
68300 2678000
229000 3276000
318000 3282000
322000 3284000
337300 3985000
264100 4000000
258800 3979000
385000 4808000
14800 4794000
14600 4755000
532000 2280000
423000 2271000
353000 2249000
591000 2752000
500000 2731000
452000 2732000
778000 3303000
780000 3258000
776000 3250000
982000 3153000
975000 3144000
981000 3136000
1324000 2839000
1333000 2839000
1315000 2823000
14400 2212000
36400 2243000
113000 2225000
382700 2644000
270600 2644000
285300 2648000
472000 3149000
376000 3171000
392000 3164000
407000 3136000
394700 3131000
413000 3126000
600000 2850000
15800 2820000
15300 2814000
ssd nodatacow_1024_16384/
554000 2362000
430000 2328000
373000 2316000
552000 2728000
479000 2709000
423000 2690000
706000 3266000
702000 3230000
710000 3232000
900000 3228000
900000 3222000
904000 3204000
1415000 2869000
1425000 2865000
1403000 2855000
12500 2104000
13000 2116000
12600 2111000
16435 2475000
14984 2481000
14831 2483000
15581 2994000
13054 2990000
13332 2974000
14796 3253000
15492 3239000
14677 3232000
16300 2805000
14900 2778000
14800 2772000
415000 2425000
283000 2412000
210000 2380000
455000 2796000
394800 2769000
314900 2756000
542000 3500000
554000 3442000
545000 3427000
633000 4320000
636000 4278000
605000 4252000
746000 5279000
758000 5272000
716000 5208000
11700 2335000
11200 2367000
13000 2331000
12302 2678000
12456 2683000
11540 2682000
12957 3279000
12724 3288000
12862 3287000
14531 3988000
15074 4006000
14936 3987000
15500 4831000
14800 4813000
14000 4767000
504000 2285000
337000 2286000
236000 2263000
588000 2759000
505000 2739000
383000 2731000
760000 3348000
766000 3328000
744000 3311000
963000 3179000
968000 3164000
960000 3149000
1331000 2877000
1334000 2875000
1307000 2873000
11500 2217000
12900 2249000
13200 2228000
12785 2645000
13222 2655000
11981 2660000
13667 3218000
12751 3211000
12919 3210000
14808 3175000
14286 3155000
15604 3155000
15700 2875000
15700 2848000
16100 2844000
ssd nodatacow_2048_4096/
554000 2345000
440000 2337000
375000 2321000
553000 2735000
468000 2708000
421000 2695000
702000 3272000
702000 3226000
711000 3214000
900000 3153000
900000 3164000
903000 3146000
1411000 2806000
1421000 2813000
1406000 2810000
13300 2106000
36800 2131000
81900 2113000
281200 2486000
264200 2492000
31245 2481000
186100 2977000
270000 2988000
312000 2972000
376100 3202000
314700 3207000
372000 3189000
575000 2728000
15700 2702000
16200 2700000
437000 2423000
359000 2426000
315000 2387000
459000 2795000
402000 2783000
337500 2772000
554000 3488000
564000 3445000
562000 3430000
636000 4326000
641000 4270000
643000 4236000
747000 5274000
760000 5269000
747000 5216000
14400 2340000
21100 2372000
28500 2337000
136200 2686000
249400 2692000
278800 2694000
294000 3290000
336000 3296000
306000 3293000
325300 3984000
278600 4003000
370700 3984000
446000 4817000
14800 4801000
15100 4764000
534000 2290000
429000 2282000
365000 2264000
595000 2767000
496000 2739000
441000 2727000
779000 3311000
774000 3275000
780000 3282000
981000 3096000
975000 3092000
982000 3080000
1335000 2815000
1338000 2808000
1321000 2812000
12800 2216000
24900 2240000
36900 2233000
142900 2652000
273400 2664000
301500 2656000
284000 3182000
334000 3190000
354000 3190000
386600 3084000
393300 3083000
381400 3082000
723000 2828000
15400 2803000
15900 2800000
ssd nodatacow_2048_8192/
551000 2354000
437000 2342000
385000 2328000
567000 2735000
484000 2711000
435000 2700000
711000 3279000
720000 3244000
676000 3236000
915000 3343000
913000 3349000
875000 3320000
1422000 2875000
1425000 2880000
1411000 2870000
13100 2101000
25400 2133000
67000 2114000
210600 2481000
244200 2488000
322600 2475000
322000 2979000
306000 2988000
320000 2975000
349500 3292000
329300 3293000
325500 3290000
554000 2938000
14600 2911000
15300 2917000
440000 2436000
359000 2429000
320000 2394000
452000 2799000
381300 2780000
369300 2765000
528000 3481000
553000 3450000
552000 3428000
636000 4316000
637000 4267000
636000 4230000
749000 5272000
760000 5272000
750000 5213000
13700 2336000
32100 2376000
61300 2341000
225500 2690000
243900 2695000
69500 2692000
316000 3278000
312000 3278000
309000 3290000
344000 3980000
301400 3999000
394800 3975000
486000 4817000
15400 4799000
15300 4765000
530000 2292000
435000 2290000
367000 2276000
581000 2765000
495000 2751000
444000 2740000
780000 3338000
774000 3308000
778000 3297000
981000 3306000
981000 3297000
983000 3285000
1325000 2882000
1338000 2887000
1323000 2885000
13000 2222000
30200 2255000
31600 2238000
190800 2649000
306700 2656000
269400 2656000
450000 3194000
346000 3199000
389000 3201000
404000 3264000
467000 3276000
439000 3260000
730000 2914000
15600 2890000
13600 2891000
ssd nodatacow_2048_16384/
551000 2368000
450000 2349000
375000 2338000
543000 2748000
473000 2730000
423000 2711000
700000 3272000
696000 3260000
712000 3242000
897000 3209000
893000 3192000
901000 3179000
1412000 2825000
1419000 2831000
1405000 2804000
12800 2111000
13100 2139000
12700 2123000
14968 2495000
13695 2501000
15236 2495000
15555 2999000
12643 3006000
12945 2980000
15079 3248000
13348 3235000
13992 3225000
14600 2781000
15100 2757000
14800 2749000
413000 2443000
282000 2437000
210000 2396000
471000 2810000
404000 2788000
325300 2775000
548000 3498000
550000 3460000
548000 3438000
631000 4322000
629000 4270000
603000 4234000
748000 5276000
760000 5265000
711000 5210000
11600 2350000
12100 2381000
11900 2347000
12537 2697000
13165 2704000
11689 2703000
12810 3292000
12758 3306000
12162 3302000
14424 3991000
14935 4004000
15085 3987000
15100 4820000
14700 4802000
14600 4757000
500000 2301000
335000 2299000
235000 2281000
589000 2776000
516000 2752000
390600 2741000
728000 3336000
766000 3314000
748000 3309000
968000 3148000
964000 3127000
956000 3106000
1333000 2841000
1348000 2839000
1310000 2821000
12400 2227000
11900 2259000
11700 2239000
11448 2661000
13173 2670000
12866 2678000
14912 3217000
12520 3213000
11385 3216000
18686 3152000
14802 3140000
15219 3138000
18700 2833000
15300 2801000
15600 2800000
ssd nodatacow_4096_4096/
544000 2347000
435000 2330000
370000 2314000
559000 2727000
477000 2712000
420000 2699000
702000 3310000
704000 3278000
712000 3264000
899000 3359000
899000 3367000
903000 3338000
1410000 2912000
1423000 2918000
1399000 2903000
13900 2095000
24500 2124000
16100 2103000
28046 2481000
65100 2483000
159900 2483000
374000 3006000
264000 3000000
44300 2996000
230800 3362000
327000 3362000
330800 3352000
582000 2952000
15300 2924000
15200 2921000
439000 2441000
359000 2417000
313000 2377000
449000 2799000
389300 2772000
349400 2756000
558000 3490000
555000 3468000
556000 3422000
639000 4321000
639000 4280000
639000 4230000
747000 5280000
753000 5284000
752000 5241000
12400 2339000
20300 2371000
85000 2329000
241300 2685000
205500 2690000
310700 2688000
268000 3276000
302000 3288000
334000 3288000
376100 3983000
364200 4000000
309300 3979000
365000 4827000
15600 4812000
14300 4771000
536000 2294000
444000 2284000
372000 2262000
585000 2765000
492000 2735000
453000 2724000
731000 3378000
774000 3350000
780000 3340000
980000 3303000
977000 3306000
980000 3293000
1325000 2924000
1346000 2919000
1319000 2911000
14000 2217000
39300 2242000
87000 2222000
345200 2650000
382900 2660000
297300 2651000
438000 3234000
348000 3244000
400000 3242000
511000 3291000
405000 3295000
544000 3280000
736000 2933000
15300 2905000
15700 2900000
ssd nodatacow_4096_8192/
551000 2319000
430000 2316000
382000 2292000
564000 2712000
477000 2688000
429000 2689000
716000 3286000
717000 3244000
674000 3233000
911000 3243000
912000 3252000
871000 3233000
1423000 2865000
1419000 2882000
1399000 2859000
13900 2091000
24400 2114000
60400 2098000
239900 2471000
255900 2468000
75000 2461000
256000 2984000
334000 2992000
302000 2976000
329500 3284000
368000 3272000
441000 3275000
474000 2825000
15200 2799000
14900 2795000
446000 2396000
360000 2386000
319000 2358000
452000 2777000
393400 2747000
353200 2732000
536000 3477000
562000 3426000
556000 3407000
640000 4315000
639000 4275000
640000 4229000
749000 5272000
756000 5269000
748000 5215000
13000 2309000
35400 2343000
73500 2309000
253500 2660000
217500 2666000
184100 2659000
338000 3272000
300000 3277000
358000 3272000
305300 3986000
300100 4003000
294900 3983000
470000 4815000
14900 4813000
15500 4776000
534000 2265000
423000 2266000
362000 2252000
583000 2744000
517000 2724000
451000 2707000
772000 3338000
780000 3306000
776000 3298000
984000 3203000
972000 3203000
979000 3189000
1328000 2870000
1339000 2873000
1322000 2863000
11700 2194000
13700 2235000
31700 2214000
202800 2628000
341300 2634000
238700 2632000
452000 3201000
402000 3208000
416000 3200000
556000 3196000
460000 3186000
431000 3182000
710000 2880000
15900 2857000
15200 2853000
ssd nodatacow_4096_16384/
555000 2334000
425000 2319000
374000 2300000
555000 2720000
481000 2697000
427000 2684000
704000 3220000
704000 3188000
714000 3180000
907000 3129000
901000 3136000
903000 3125000
1413000 2810000
1424000 2813000
1409000 2808000
12400 2090000
11200 2113000
12100 2098000
14839 2473000
14846 2480000
14835 2468000
15508 2942000
13123 2957000
12951 2944000
14269 3143000
13666 3144000
15478 3139000
17700 2706000
14800 2681000
14800 2682000
408000 2420000
286000 2402000
210000 2377000
457000 2793000
386600 2763000
318700 2753000
544000 3494000
554000 3446000
549000 3421000
633000 4316000
633000 4267000
600000 4224000
752000 5216000
758000 5248000
714000 5198000
12800 2326000
13200 2359000
12100 2324000
15513 2682000
14037 2686000
13302 2680000
13984 3273000
12733 3290000
12851 3285000
13676 3980000
13673 3996000
15074 3972000
15800 4798000
14700 4785000
14900 4746000
510000 2275000
338000 2274000
234000 2254000
585000 2744000
499000 2729000
381500 2712000
766000 3264000
770000 3234000
748000 3228000
975000 3092000
969000 3083000
959000 3064000
1328000 2821000
1338000 2827000
1305000 2816000
12700 2204000
13300 2235000
12500 2214000
15764 2636000
12662 2641000
11783 2640000
12651 3141000
12931 3140000
12968 3142000
12931 3065000
15203 3075000
15358 3067000
15200 2814000
15500 2790000
15200 2790000
